topology,vnf1cpu,vnf2cpu,vnf3cpu,throughput
sc-sq-nx-phys-isolated,0.64,0.32,0.32,70787.01
sc-sq-nx-phys-isolated,0.32,0.64,0.64,88597.39
sc-sq-nx-phys-isolated,0.16,0.16,0.32,36416.59
sc-sq-nx-phys-isolated,0.16,0.32,0.64,39666.98
sc-sq-nx-phys-isolated,0.32,0.16,0.64,43064.89
sc-sq-nx-phys-isolated,0.64,0.32,0.32,90567.68
sc-sq-nx-phys-isolated,0.32,0.32,0.64,95425.95
sc-sq-nx-phys-isolated,0.64,0.32,0.16,47972.79
sc-sq-nx-phys-isolated,0.16,0.16,0.16,35985.57
sc-sq-nx-phys-isolated,0.64,0.64,0.64,42269.12
sc-sq-nx-phys-isolated,0.32,0.64,0.32,51200.35
sc-sq-nx-phys-isolated,0.64,0.16,0.64,38026.04
sc-sq-nx-phys-isolated,0.16,0.32,0.64,13073.32
sc-sq-nx-phys-isolated,0.32,0.32,0.32,65807.91
sc-sq-nx-phys-isolated,0.64,0.64,0.64,162060.31
sc-sq-nx-phys-isolated,0.64,0.32,0.16,22128.33
sc-sq-nx-phys-isolated,0.32,0.64,0.32,77956.04
sc-sq-nx-phys-isolated,0.64,0.32,0.16,47452.79
sc-sq-nx-phys-isolated,0.32,0.16,0.32,40618.97
sc-sq-nx-phys-isolated,0.32,0.32,0.16,36973.52
sc-sq-nx-phys-isolated,0.32,0.16,0.16,23018.12
sc-sq-nx-phys-isolated,0.64,0.32,0.64,71855.04
sc-sq-nx-phys-isolated,0.64,0.64,0.16,38979.56
sc-sq-nx-phys-isolated,0.16,0.64,0.16,40096.76
sc-sq-nx-phys-isolated,0.64,0.64,0.16,45279.56
sc-sq-nx-phys-isolated,0.64,0.32,0.64,68997.06
sc-sq-nx-phys-isolated,0.16,0.32,0.64,12517.37
sc-sq-nx-phys-isolated,0.32,0.16,0.64,31883.12
sc-sq-nx-phys-isolated,0.64,0.64,0.64,162272.92
sc-sq-nx-phys-isolated,0.32,0.32,0.16,41917.78
sc-sq-nx-phys-isolated,0.64,0.64,0.32,46971.68
sc-sq-nx-phys-isolated,0.16,0.32,0.16,36695.07
sc-sq-nx-phys-isolated,0.16,0.16,0.32,39540.32
sc-sq-nx-phys-isolated,0.32,0.16,0.64,39775.38
sc-sq-nx-phys-isolated,0.16,0.16,0.16,37591.65
sc-sq-nx-phys-isolated,0.16,0.32,0.16,19435.85
sc-sq-nx-phys-isolated,0.32,0.16,0.32,33742.75
sc-sq-nx-phys-isolated,0.16,0.32,0.16,40072.52
sc-sq-nx-phys-isolated,0.64,0.16,0.16,31032.46
sc-sq-nx-phys-isolated,0.16,0.16,0.32,35455.03
sc-sq-nx-phys-isolated,0.16,0.16,0.16,36063.81
sc-sq-nx-phys-isolated,0.32,0.32,0.64,93799.6
sc-sq-nx-phys-isolated,0.64,0.64,0.64,164831.32
sc-sq-nx-phys-isolated,0.32,0.32,0.32,79748.71
sc-sq-nx-phys-isolated,0.64,0.64,0.32,87647.95
sc-sq-nx-phys-isolated,0.32,0.64,0.32,46900.11
sc-sq-nx-phys-isolated,0.32,0.64,0.64,84530.65
sc-sq-nx-phys-isolated,0.32,0.16,0.32,29345.62
sc-sq-nx-phys-isolated,0.32,0.32,0.64,86479.22
sc-sq-nx-phys-isolated,0.64,0.64,0.32,93248.08
sc-sq-nx-phys-isolated,0.64,0.64,0.32,82672.43
sc-sq-nx-phys-isolated,0.32,0.32,0.32,85534.93
sc-sq-nx-phys-isolated,0.16,0.64,0.64,36278.66
sc-sq-nx-phys-isolated,0.32,0.32,0.16,19520.02
sc-sq-nx-phys-isolated,0.64,0.16,0.32,30278.22
sc-sq-nx-phys-isolated,0.16,0.64,0.32,44912.98
sc-sq-nx-phys-isolated,0.32,0.16,0.32,37340.05
sc-sq-nx-phys-isolated,0.32,0.64,0.16,27170.97
sc-sq-nx-phys-isolated,0.16,0.64,0.64,35438.68
sc-sq-nx-phys-isolated,0.32,0.32,0.16,28236.88
sc-sq-nx-phys-isolated,0.64,0.16,0.64,29261.51
sc-sq-nx-phys-isolated,0.32,0.64,0.64,87018.83
sc-sq-nx-phys-isolated,0.32,0.64,0.16,19712.38
sc-sq-nx-phys-isolated,0.16,0.64,0.32,34542.73
sc-sq-nx-phys-isolated,0.64,0.16,0.64,38579.72
sc-sq-nx-phys-isolated,0.64,0.64,0.32,48028.88
sc-sq-nx-phys-isolated,0.32,0.32,0.32,52348.33
sc-sq-nx-phys-isolated,0.64,0.32,0.16,26509.06
sc-sq-nx-phys-isolated,0.16,0.64,0.16,19701.16
sc-sq-nx-phys-isolated,0.32,0.64,0.16,46552.87
sc-sq-nx-phys-isolated,0.16,0.16,0.16,19566.17
sc-sq-nx-phys-isolated,0.32,0.16,0.16,28117.67
sc-sq-nx-phys-isolated,0.32,0.16,0.32,37284.49
sc-sq-nx-phys-isolated,0.16,0.16,0.32,40796.72
sc-sq-nx-phys-isolated,0.16,0.32,0.64,34470.6
sc-sq-nx-phys-isolated,0.32,0.32,0.32,79124.15
sc-sq-nx-phys-isolated,0.64,0.32,0.16,19802
sc-sq-nx-phys-isolated,0.16,0.16,0.16,40075.27
sc-sq-nx-phys-isolated,0.32,0.16,0.16,34523.27
sc-sq-nx-phys-isolated,0.64,0.64,0.16,46063.81
sc-sq-nx-phys-isolated,0.32,0.32,0.32,48622.51
sc-sq-nx-phys-isolated,0.64,0.16,0.16,33692.63
sc-sq-nx-phys-isolated,0.64,0.32,0.32,73146.92
sc-sq-nx-phys-isolated,0.32,0.64,0.16,39917.96
sc-sq-nx-phys-isolated,0.16,0.16,0.64,35775.29
sc-sq-nx-phys-isolated,0.64,0.16,0.32,39528
sc-sq-nx-phys-isolated,0.32,0.16,0.64,36477
sc-sq-nx-phys-isolated,0.32,0.16,0.32,38483.06
sc-sq-nx-phys-isolated,0.64,0.16,0.64,40395.8
sc-sq-nx-phys-isolated,0.64,0.32,0.16,19268.82
sc-sq-nx-phys-isolated,0.16,0.16,0.64,36933.93
sc-sq-nx-phys-isolated,0.32,0.32,0.64,82881.86
sc-sq-nx-phys-isolated,0.16,0.32,0.32,42622.41
sc-sq-nx-phys-isolated,0.32,0.64,0.32,93035.38
sc-sq-nx-phys-isolated,0.32,0.64,0.32,49193.04
sc-sq-nx-phys-isolated,0.64,0.32,0.64,67681.1
sc-sq-nx-phys-isolated,0.64,0.16,0.32,28901.57
sc-sq-nx-phys-isolated,0.32,0.32,0.16,31499.79
sc-sq-nx-phys-isolated,0.32,0.64,0.64,84154.69
sc-sq-nx-phys-isolated,0.16,0.64,0.64,39548.35
sc-sq-nx-phys-isolated,0.32,0.16,0.64,38688.63
sc-sq-nx-phys-isolated,0.32,0.32,0.32,76895.16
sc-sq-nx-phys-isolated,0.32,0.64,0.16,43511.25
sc-sq-nx-phys-isolated,0.64,0.16,0.64,28393.87
sq-nx-sc-phys-isolated,0.32,0.64,0.64,33527.8
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14683.44
sq-nx-sc-phys-isolated,0.64,0.32,0.16,41205.52
sq-nx-sc-phys-isolated,0.64,0.64,0.16,28736.64
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14436.75
sq-nx-sc-phys-isolated,0.32,0.64,0.16,26681.22
sq-nx-sc-phys-isolated,0.32,0.64,0.64,35168.81
sq-nx-sc-phys-isolated,0.32,0.16,0.32,35416.19
sq-nx-sc-phys-isolated,0.64,0.64,0.32,73496.47
sq-nx-sc-phys-isolated,0.32,0.16,0.16,34312.61
sq-nx-sc-phys-isolated,0.32,0.32,0.16,28834.51
sq-nx-sc-phys-isolated,0.64,0.64,0.64,77033
sq-nx-sc-phys-isolated,0.32,0.16,0.64,35356.64
sq-nx-sc-phys-isolated,0.64,0.64,0.64,77635.11
sq-nx-sc-phys-isolated,0.64,0.16,0.32,40911.57
sq-nx-sc-phys-isolated,0.32,0.16,0.16,30699.49
sq-nx-sc-phys-isolated,0.64,0.64,0.16,37458.3
sq-nx-sc-phys-isolated,0.32,0.16,0.32,29491.27
sq-nx-sc-phys-isolated,0.64,0.64,0.32,71779.02
sq-nx-sc-phys-isolated,0.64,0.32,0.64,74536.67
sq-nx-sc-phys-isolated,0.64,0.64,0.32,61103.84
sq-nx-sc-phys-isolated,0.64,0.64,0.64,59117.43
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14827.6
sq-nx-sc-phys-isolated,0.64,0.16,0.16,32176.19
sq-nx-sc-phys-isolated,0.64,0.16,0.16,28318.98
sq-nx-sc-phys-isolated,0.64,0.16,0.64,29181.57
sq-nx-sc-phys-isolated,0.64,0.32,0.32,67170.87
sq-nx-sc-phys-isolated,0.32,0.64,0.64,34353.18
sq-nx-sc-phys-isolated,0.64,0.32,0.32,62470.56
sq-nx-sc-phys-isolated,0.32,0.16,0.32,34153.6
sq-nx-sc-phys-isolated,0.64,0.16,0.64,29052.29
sq-nx-sc-phys-isolated,0.16,0.64,0.16,15103.21
sq-nx-sc-phys-isolated,0.32,0.64,0.64,34921.19
sq-nx-sc-phys-isolated,0.32,0.32,0.32,35472.01
sq-nx-sc-phys-isolated,0.64,0.16,0.64,31451.28
sq-nx-sc-phys-isolated,0.64,0.16,0.32,26653.37
sq-nx-sc-phys-isolated,0.32,0.32,0.32,34878.98
sq-nx-sc-phys-isolated,0.64,0.32,0.32,66613.84
sq-nx-sc-phys-isolated,0.64,0.64,0.64,78319.13
sq-nx-sc-phys-isolated,0.64,0.64,0.16,36635.47
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14908.11
sq-nx-sc-phys-isolated,0.64,0.32,0.64,65389.78
sq-nx-sc-phys-isolated,0.32,0.64,0.32,35076.12
sq-nx-sc-phys-isolated,0.16,0.16,0.16,14786.18
sq-nx-sc-phys-isolated,0.16,0.16,0.16,8344.49
sq-nx-sc-phys-isolated,0.64,0.16,0.32,32780.86
sq-nx-sc-phys-isolated,0.64,0.16,0.64,27101.8
sq-nx-sc-phys-isolated,0.64,0.32,0.64,73280.99
sq-nx-sc-phys-isolated,0.16,0.16,0.32,15715.37
sq-nx-sc-phys-isolated,0.64,0.32,0.16,25468.66
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14438.55
sq-nx-sc-phys-isolated,0.64,0.16,0.64,46496.32
sq-nx-sc-phys-isolated,0.32,0.16,0.16,34831.83
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14804.86
sq-nx-sc-phys-isolated,0.64,0.16,0.32,30715.06
sq-nx-sc-phys-isolated,0.64,0.16,0.32,28739.62
sq-nx-sc-phys-isolated,0.16,0.16,0.32,15168.95
sq-nx-sc-phys-isolated,0.16,0.64,0.64,14996.61
sq-nx-sc-phys-isolated,0.64,0.64,0.32,73621.37
sq-nx-sc-phys-isolated,0.32,0.32,0.32,35604.85
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14909.62
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14014.58
sq-nx-sc-phys-isolated,0.64,0.32,0.64,68788.1
sq-nx-sc-phys-isolated,0.64,0.32,0.32,63963.38
sq-nx-sc-phys-isolated,0.64,0.32,0.32,66314.15
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14932.61
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14743.51
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14678.94
sq-nx-sc-phys-isolated,0.64,0.64,0.64,75724.06
sq-nx-sc-phys-isolated,0.64,0.16,0.16,26223.48
sq-nx-sc-phys-isolated,0.32,0.16,0.32,35090.06
sq-nx-sc-phys-isolated,0.64,0.32,0.64,69353.32
sq-nx-sc-phys-isolated,0.32,0.64,0.16,33060.45
sq-nx-sc-phys-isolated,0.32,0.16,0.32,34142.65
sq-nx-sc-phys-isolated,0.32,0.32,0.64,35956.26
sq-nx-sc-phys-isolated,0.32,0.16,0.16,31958.83
sq-nx-sc-phys-isolated,0.16,0.64,0.64,15036.84
sq-nx-sc-phys-isolated,0.32,0.32,0.64,33640.81
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34920.8
sq-nx-sc-phys-isolated,0.16,0.16,0.32,14744.25
sq-nx-sc-phys-isolated,0.32,0.64,0.64,34924.05
sq-nx-sc-phys-isolated,0.64,0.16,0.32,32585.58
sq-nx-sc-phys-isolated,0.32,0.32,0.32,32440.32
sq-nx-sc-phys-isolated,0.64,0.64,0.32,65088.54
sq-nx-sc-phys-isolated,0.16,0.16,0.16,15041.22
sq-nx-sc-phys-isolated,0.32,0.16,0.64,30157.71
sq-nx-sc-phys-isolated,0.64,0.32,0.32,45046.36
sq-nx-sc-phys-isolated,0.16,0.64,0.64,15169.08
sq-nx-sc-phys-isolated,0.64,0.16,0.16,39426.27
sq-nx-sc-phys-isolated,0.16,0.16,0.16,14827.02
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14972.36
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14617.98
sq-nx-sc-phys-isolated,0.32,0.64,0.64,34816.03
sq-nx-sc-phys-isolated,0.64,0.64,0.32,68941.12
sq-nx-sc-phys-isolated,0.64,0.16,0.16,31044.2
sq-nx-sc-phys-isolated,0.16,0.16,0.32,15060.8
sq-nx-sc-phys-isolated,0.32,0.64,0.64,34925.53
sq-nx-sc-phys-isolated,0.32,0.32,0.32,34812.01
sq-nx-sc-phys-isolated,0.16,0.16,0.16,15083.24
sq-nx-sc-phys-isolated,0.32,0.16,0.64,34868.29
sq-nx-sc-phys-isolated,0.32,0.16,0.32,30834.06
sq-nx-sc-phys-isolated,0.16,0.64,0.64,13455.25
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14680.28
sq-nx-sc-phys-isolated,0.16,0.16,0.32,14930.96
sq-nx-sc-phys-isolated,0.64,0.16,0.16,31445.85
sq-nx-sc-phys-isolated,0.32,0.16,0.64,35223.72
sq-nx-sc-phys-isolated,0.16,0.16,0.64,15124.23
sq-nx-sc-phys-isolated,0.32,0.32,0.16,33978.85
sq-nx-sc-phys-isolated,0.64,0.64,0.64,76227.98
sq-nx-sc-phys-isolated,0.64,0.16,0.32,42759.1
sq-nx-sc-phys-isolated,0.64,0.16,0.16,27939.73
sq-nx-sc-phys-isolated,0.32,0.64,0.16,30742.33
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14281.62
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14680.48
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14890.67
sq-nx-sc-phys-isolated,0.16,0.32,0.64,15016.88
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14303.1
sq-nx-sc-phys-isolated,0.16,0.64,0.64,14868.05
sq-nx-sc-phys-isolated,0.16,0.16,0.32,15038.31
sq-nx-sc-phys-isolated,0.16,0.64,0.64,14739.92
sq-nx-sc-phys-isolated,0.32,0.32,0.16,23959.05
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14478.15
sq-nx-sc-phys-isolated,0.64,0.64,0.16,29161.66
sq-nx-sc-phys-isolated,0.32,0.32,0.16,26675.92
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14498.71
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14870.52
sq-nx-sc-phys-isolated,0.16,0.16,0.32,14600.97
sq-nx-sc-phys-isolated,0.32,0.32,0.16,35096.22
sq-nx-sc-phys-isolated,0.64,0.32,0.64,60545.67
sq-nx-sc-phys-isolated,0.16,0.64,0.32,15039.84
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14997.46
sq-nx-sc-phys-isolated,0.32,0.64,0.64,35402.69
sq-nx-sc-phys-isolated,0.64,0.16,0.16,28545.25
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14890.76
sq-nx-sc-phys-isolated,0.32,0.16,0.64,33702.79
sq-nx-sc-phys-isolated,0.16,0.64,0.16,15169.43
sq-nx-sc-phys-isolated,0.16,0.16,0.32,14498.84
sq-nx-sc-phys-isolated,0.16,0.16,0.16,14976.96
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14929.45
sq-nx-sc-phys-isolated,0.32,0.16,0.64,34756.28
sq-nx-sc-phys-isolated,0.64,0.16,0.64,39976.32
sq-nx-sc-phys-isolated,0.64,0.64,0.32,64867.08
sq-nx-sc-phys-isolated,0.32,0.16,0.16,33327.74
sq-nx-sc-phys-isolated,0.16,0.32,0.64,15059.93
sq-nx-sc-phys-isolated,0.64,0.32,0.64,59427.01
sq-nx-sc-phys-isolated,0.32,0.16,0.16,33486.31
sq-nx-sc-phys-isolated,0.64,0.32,0.64,74226.46
sq-nx-sc-phys-isolated,0.64,0.64,0.16,28336.61
sq-nx-sc-phys-isolated,0.64,0.32,0.32,73671.94
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14765.11
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14303.11
sq-nx-sc-phys-isolated,0.64,0.32,0.32,72174.17
sq-nx-sc-phys-isolated,0.16,0.64,0.64,14598.35
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34415.41
sq-nx-sc-phys-isolated,0.16,0.64,0.32,15322.43
sq-nx-sc-phys-isolated,0.32,0.32,0.32,33762.82
sq-nx-sc-phys-isolated,0.32,0.16,0.16,32906.31
sq-nx-sc-phys-isolated,0.32,0.64,0.32,35441.43
sq-nx-sc-phys-isolated,0.64,0.16,0.16,30948.95
sq-nx-sc-phys-isolated,0.64,0.32,0.64,66611.12
sq-nx-sc-phys-isolated,0.16,0.32,0.64,15436.64
sq-nx-sc-phys-isolated,0.32,0.16,0.16,30281.93
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14518.79
sq-nx-sc-phys-isolated,0.64,0.16,0.32,27524.76
sq-nx-sc-phys-isolated,0.32,0.64,0.16,29368.2
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34014.63
sq-nx-sc-phys-isolated,0.64,0.64,0.64,73288.14
sq-nx-sc-phys-isolated,0.32,0.64,0.32,22376.52
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14417.86
sq-nx-sc-phys-isolated,0.64,0.32,0.16,40513.49
sq-nx-sc-phys-isolated,0.64,0.32,0.16,28227.91
sq-nx-sc-phys-isolated,0.64,0.16,0.64,31270.73
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34973.06
sq-nx-sc-phys-isolated,0.64,0.64,0.16,36267.37
sq-nx-sc-phys-isolated,0.32,0.32,0.32,34447.87
sq-nx-sc-phys-isolated,0.32,0.16,0.64,30286.84
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14786.79
sq-nx-sc-phys-isolated,0.32,0.32,0.16,27635.86
sq-nx-sc-phys-isolated,0.32,0.16,0.64,34475.23
sq-nx-sc-phys-isolated,0.64,0.32,0.16,28464.39
sq-nx-sc-phys-isolated,0.32,0.64,0.16,35054.27
sq-nx-sc-phys-isolated,0.16,0.16,0.16,15148.76
sq-nx-sc-phys-isolated,0.16,0.16,0.64,15436.02
sq-nx-sc-phys-isolated,0.32,0.64,0.32,35399.66
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14826.11
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14912.05
sq-nx-sc-phys-isolated,0.16,0.64,0.64,14476.24
sq-nx-sc-phys-isolated,0.32,0.32,0.32,33214.12
sq-nx-sc-phys-isolated,0.64,0.64,0.64,73969.59
sq-nx-sc-phys-isolated,0.64,0.16,0.32,31120.05
sq-nx-sc-phys-isolated,0.32,0.16,0.32,34130.73
sq-nx-sc-phys-isolated,0.32,0.64,0.16,24836.98
sq-nx-sc-phys-isolated,0.16,0.16,0.16,14379.04
sq-nx-sc-phys-isolated,0.32,0.16,0.16,33321.73
sq-nx-sc-phys-isolated,0.64,0.64,0.16,31491.87
sq-nx-sc-phys-isolated,0.32,0.16,0.32,31565.45
sq-nx-sc-phys-isolated,0.32,0.64,0.64,34422.72
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34075.17
sq-nx-sc-phys-isolated,0.64,0.64,0.16,25566.15
sq-nx-sc-phys-isolated,0.32,0.64,0.64,33221.65
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14803.86
sq-nx-sc-phys-isolated,0.64,0.32,0.16,39670.16
sq-nx-sc-phys-isolated,0.32,0.32,0.16,24493.7
sq-nx-sc-phys-isolated,0.64,0.32,0.16,30307.59
sq-nx-sc-phys-isolated,0.16,0.64,0.64,15436.38
sq-nx-sc-phys-isolated,0.64,0.16,0.64,31922.96
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14262.25
sq-nx-sc-phys-isolated,0.16,0.16,0.16,14805.9
sq-nx-sc-phys-isolated,0.64,0.64,0.64,76957.97
sq-nx-sc-phys-isolated,0.32,0.32,0.16,28597.26
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14498.02
sq-nx-sc-phys-isolated,0.64,0.16,0.64,32173.32
sq-nx-sc-phys-isolated,0.32,0.16,0.32,35406.71
sq-nx-sc-phys-isolated,0.64,0.16,0.16,34791.31
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14931.2
sq-nx-sc-phys-isolated,0.32,0.64,0.32,34576.86
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34702.08
sq-nx-sc-phys-isolated,0.16,0.32,0.16,15020.55
sq-nx-sc-phys-isolated,0.32,0.64,0.32,34582.63
sq-nx-sc-phys-isolated,0.32,0.64,0.32,33433.21
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14763.86
sq-nx-sc-phys-isolated,0.16,0.32,0.16,15168.99
sq-nx-sc-phys-isolated,0.32,0.64,0.32,33743.87
sq-nx-sc-phys-isolated,0.32,0.64,0.16,32608.2
sq-nx-sc-phys-isolated,0.32,0.32,0.64,33484.49
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14913.28
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14912.18
sq-nx-sc-phys-isolated,0.32,0.64,0.32,32902.53
sq-nx-sc-phys-isolated,0.64,0.64,0.32,61718.17
sq-nx-sc-phys-isolated,0.64,0.64,0.64,73820.48
sq-nx-sc-phys-isolated,0.16,0.32,0.32,14300.99
sq-nx-sc-phys-isolated,0.64,0.32,0.16,34347.24
sq-nx-sc-phys-isolated,0.64,0.64,0.32,74715.68
sq-nx-sc-phys-isolated,0.32,0.16,0.16,29159.28
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14997.56
sq-nx-sc-phys-isolated,0.64,0.32,0.32,66301.39
sq-nx-sc-phys-isolated,0.64,0.32,0.32,39617.28
sq-nx-sc-phys-isolated,0.64,0.64,0.32,57732.02
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14700.37
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14767.28
sq-nx-sc-phys-isolated,0.32,0.64,0.32,34244.32
sq-nx-sc-phys-isolated,0.64,0.16,0.32,43557.96
sq-nx-sc-phys-isolated,0.64,0.32,0.64,70020.75
sq-nx-sc-phys-isolated,0.32,0.16,0.64,30331.9
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14638.4
sq-nx-sc-phys-isolated,0.16,0.16,0.16,15305.17
sq-nx-sc-phys-isolated,0.32,0.32,0.32,35460.3
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14997.19
sq-nx-sc-phys-isolated,0.32,0.64,0.16,29689.39
sq-nx-sc-phys-isolated,0.32,0.64,0.16,34876.83
sq-nx-sc-phys-isolated,0.16,0.16,0.32,14974.51
sq-nx-sc-phys-isolated,0.32,0.16,0.64,34706.15
sq-nx-sc-phys-isolated,0.64,0.64,0.16,28806.62
sq-nx-sc-phys-isolated,0.64,0.32,0.16,26353.78
sq-nx-sc-phys-isolated,0.64,0.32,0.16,27194.13
sq-nx-sc-phys-isolated,0.32,0.32,0.16,31329.09
sq-nx-sc-phys-isolated,0.64,0.16,0.64,43956.37
sq-nx-sc-phys-isolated,0.32,0.32,0.16,34256.03
sq-nx-sc-phys-isolated,0.32,0.32,0.64,34998.02
sq-nx-sc-phys-isolated,0.16,0.64,0.16,14997.21
sq-nx-sc-phys-isolated,0.16,0.16,0.64,14436.86
sq-nx-sc-phys-isolated,0.16,0.32,0.16,14764.17
sq-nx-sc-phys-isolated,0.16,0.64,0.32,14911.11
sq-nx-sc-phys-isolated,0.32,0.64,0.16,27220.09
sq-nx-sc-phys-isolated,0.16,0.32,0.64,14639.01
sq-nx-sc-phys-isolated,0.32,0.32,0.32,35075.42
sq-nx-sc-phys-isolated,0.32,0.16,0.32,34473.32
sq-nx-sc-phys-isolated,0.64,0.64,0.16,39255.48
sq-nx-sc-phys-isolated,0.16,0.16,0.32,14419.69
sq-nx-sc-phys-isolated,0.16,0.64,0.64,14577.88